id,campaign_id,social_account_id,added_at,auto_publish
003490cd-c48e-411d-845e-0bdcf262a1df,ecacc41f-7392-44ce-a3c7-59be6c87d623,9cbf55e6-9fd9-47a8-bf5f-58a48e3edc61,2026-04-10 18:04:17.006878,t
fbabd561-196b-4d43-b166-690cda69c5f8,ecacc41f-7392-44ce-a3c7-59be6c87d623,4e7cd00b-08df-4b22-b3a1-2b11707ae446,2026-04-10 18:04:17.006878,t
67b50260-86cb-4fc0-b05d-a3b906a27f72,7ea9771c-f3c3-4072-8b9d-bf0bd02c988c,9cbf55e6-9fd9-47a8-bf5f-58a48e3edc61,2026-04-10 20:43:27.713927,t
07885825-ef4e-46b9-933f-0f6b5e37756d,7ea9771c-f3c3-4072-8b9d-bf0bd02c988c,4e7cd00b-08df-4b22-b3a1-2b11707ae446,2026-04-10 20:43:27.713927,t
b57a4a1e-8a73-4ba7-a9a8-fd3a3d537194,ef6e3cca-b51a-4d8c-9c31-a7503c2c1f2a,9cbf55e6-9fd9-47a8-bf5f-58a48e3edc61,2026-04-14 03:15:44.531692,t
88c7ab6d-1b3f-4760-be75-5779085f7901,b4bbc82f-3ce7-486b-851e-37b934320b1a,9cbf55e6-9fd9-47a8-bf5f-58a48e3edc61,2026-04-14 03:17:00.186637,t
31b844e2-7377-4089-bc98-45ef8abba1f4,663e7d43-1f42-4043-894e-519eed597ab2,9cbf55e6-9fd9-47a8-bf5f-58a48e3edc61,2026-04-18 22:56:15.218087,t
9f767ba6-902c-47a0-973d-810355a6936d,663e7d43-1f42-4043-894e-519eed597ab2,4e7cd00b-08df-4b22-b3a1-2b11707ae446,2026-04-18 22:56:15.218087,t
bb4b5cb9-4e68-464e-b1b9-f17475db73aa,3ca8b46e-a5d8-4b69-bd50-7fd0c488fb97,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,2026-04-21 01:07:08.74385,t
b7c3cd2b-67dd-4711-b146-6cf4ee1d2681,3ca8b46e-a5d8-4b69-bd50-7fd0c488fb97,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,2026-04-21 01:07:08.74385,t
ac10d383-3e59-4200-a44e-4c0d8e903bc7,3ca8b46e-a5d8-4b69-bd50-7fd0c488fb97,f51792f4-cde1-4df4-85a5-f70b874d79a6,2026-04-21 01:07:08.74385,t
2380b7af-3ec5-46d2-bff8-38e39f0893db,3ca8b46e-a5d8-4b69-bd50-7fd0c488fb97,b5fb6824-d40c-4834-bcf6-8c41474c47a5,2026-04-21 01:07:08.74385,t
825a3f5f-dbe4-4d39-bef1-ce7bb730c189,5cdf037e-4e37-4079-8bee-346c1602785c,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,2026-04-21 03:23:29.647179,t
decc6fac-db58-4f33-b4e7-13e9f432091f,5cdf037e-4e37-4079-8bee-346c1602785c,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,2026-04-21 03:23:29.647179,t
9387e04a-4439-42f4-a800-173a25765a69,5cdf037e-4e37-4079-8bee-346c1602785c,f51792f4-cde1-4df4-85a5-f70b874d79a6,2026-04-21 03:23:29.647179,t
9556fe26-d85d-4732-a777-6865364e8a74,5cdf037e-4e37-4079-8bee-346c1602785c,b5fb6824-d40c-4834-bcf6-8c41474c47a5,2026-04-21 03:23:29.647179,t
